budget	link	location	post_date	propose_amount	title	view	content	office	time_limit	owner_positive
1萬~5萬	http://case.518.com.tw/casepage-detail-122984.html?from=google&a_id=3471	台北市	2017-04-13	28	產品FB粉絲團委外經營(2萬元/月)	1579	"1.案件說明：產品FB粉絲團委外經營(2萬元/月)
2.配合時間：2017年4月~2017年12月
3.配合地點：台北市佳，其他縣市亦可
4.注意事項：
4.1 協助業主進行產品FB粉絲團經營，與粉絲互動並增..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-122499.html?from=google&a_id=3471	不拘	2017-04-13	18	Facebook經營者	1003	"1.案件說明：
(1)粉絲團：接案者需代為行銷經營粉絲團。以短期題生粉絲數、推文/活動互動數、評論數，以及活絡提升制高討論人氣。
(2)提升粉絲：短期提升粉絲數
2.配合時間：長期配合
3...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-107165.html?from=google&a_id=3471	不拘	2017-04-13	23	國外網拍平台商品上架	3965	"案件說明：
1. 熟悉ebay、Amazon、淘寶網等國外網拍平台商品上架作業、後台管理。
2. 簡單文書處理，圖片處理。
3. 賣場美編企劃文案。
4. 新貨上架, 舊品調整。 
5. 會美工軟體或繪圖..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-120989.html?from=google&a_id=3471	台北市	2017-04-13	18	PHP網站程式開發	1538	"1.案件說明: PHP網站程式開發,熟CI 框架,HTML5 
2.配合時間：1-3個月
3.配合地點：不限
4.專案狀況：前台bootstrap已切好版，後台明確需求書製作
5.注意事項：請提供相關作品,後續可..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
報價	http://case.518.com.tw/casepage-detail-36539.html?from=google&a_id=3471	不拘	2017-04-13	97	商品話題操作(話題行銷、口碑行銷等)	22269	"1.案件內容：
(1) 商品化題操作企劃: 結合各大論壇、FB、官網、部落格等宣傳方式，目的在於發揮您的創意，炒熱產品在網路上之討論度，並使您的創意容易被消費者看見。
(2) 具圖片基本美編能力..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【一般案件】	高
5千以內	http://case.518.com.tw/casepage-detail-123069.html?from=google&a_id=3471	不拘	2017-04-13	23	EDM設計	850	"1.案件說明：EDM設計，主圖1張+內文圖3張 (每張尺寸695px * 500px，共4張)。我們會提供文案、商品照片,接案者僅需做去背、合成與圖片美化。
2.配合時間：預計4月10日以前完成。
3.配..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-121555.html?from=google&a_id=3471	不拘	2017-04-13	18	代操google 關鍵字廣告  長期配合	1773	"1.案件說明：代操google 關鍵字廣告
2.配合時間：隨時
3.配合地點：全省
4.注意事項：我方製作好網站後,需由會操作google 關鍵字廣告的專業人員代操廣告部分,如何制定廣告,關鍵字..等等欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-112611.html?from=google&a_id=3471	不拘	2017-04-13	57	RWD 購物網站設計	5589	"1.案件說明：RWD 購物網站設計，會員下單系統，會員競標系統，後台程式等。
2.配合時間：30天內完成。
3.配合地點：可在家工作，必要時須到指定會議地點開會。
4.注意事項：以長期配合為優先..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	高
5千以內	http://case.518.com.tw/casepage-detail-123174.html?from=google&a_id=3471	不拘	2017-04-13	5	臉書粉絲團經營	841	"1.內容
(1)保養品牌FB粉絲團行銷及發文，每周在FB粉絲頁PO 3~4篇文章，每篇至少100字、30人按讚、8人分享、5則留言。
(2)提高粉絲互動及討論人氣
(3)提升粉絲數量
(4)規劃及執行臉書..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-122153.html?from=google&a_id=3471	台北市	2017-04-13	14	已有網站,網頁設計網站規劃	1211	"配合時間：預計2017年04月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1.已有網站,要另外增加手機板
注意事項 ：網頁需能呈現在 IE、Safari、chrome以及..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123718.html?from=google&a_id=3471	台北市	2017-04-13	4	wordpress網站安裝搬家、協助測試	379	"1.案件說明：
原已購買Wordpress版型並架設好大致的網頁架構，
從工程師的空間搬家到我們指定空間時一直不順利，（顯示404或其他狀況）
請協助測試並確認搬家到目前的空間沒問題後，
再搬..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	15 天 【急件】	中
10萬~30萬	http://case.518.com.tw/casepage-detail-121422.html?from=google&a_id=3471	台北市	2017-04-13	24	教育行網站	1363	1.合作內容：我需要建一個網站，當作平台。這個平台希望能幫助學生考試成績進步。所以希望能有視訊功能，還有另外會員可以一邊視訊一邊互動的聊天室。最後一個主要的部分就是需要網上題庫。網站..欲查看案件詳細內容，請先登入或免費註冊	在家工作	60 天 【急件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-122958.html?from=google&a_id=3471	新竹縣	2017-04-13	16	網站、APP串連	1158	"1.案件說明：建置網站、連結手機APP、收款金流
2.配合時間：半年內到年底
3.配合地點：新竹縣、新竹市(在家作業)
4.注意事項：如有問題可直接電聯欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-121218.html?from=google&a_id=3471	不拘	2017-04-13	38	RWD網站設計	2071	"敝單位需要請您為我們設計RWD網站，如果您擅長RWD網站設計，並且擅長精美的影像合成，請提供您的作品集，寄到我們信箱*****@joj.com.tw。

本案不需要資料庫，只需要HTML的RWD網站效果，以..欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-121740.html?from=google&a_id=3471	不拘	2017-04-13	14	臉書行銷seo關鍵字行銷名單行銷	989	"案件內容:
(1.)每個月製作共8篇貼文。 一個禮拜發兩次，一篇可以有任何的發想，另一篇我們會提供相關產品照片及發文素材，稍微的潤稿和加入ㄧ些基本修圖。
(2.)提高粉絲互動及維護高討論人..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	中
10萬~30萬	http://case.518.com.tw/casepage-detail-122271.html?from=google&a_id=3471	台北市	2017-04-13	28	RWD/APP 前後台平台架構	1753	"1.案件說明：
我們想架設一個很新奇/有爆點的平台
找有想法/有經驗想做出你人生代表作的設計/程式團隊 【長期合作】

關於設計:
●WEB前台設計與切版(RWD) 三種規格(電腦/平板/手..欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	高
5千~1萬	http://case.518.com.tw/casepage-detail-123305.html?from=google&a_id=3471	台中市	2017-04-13	9	簡易網頁提供表單輸入照片上傳前後台	527	"配合時間：預計2017年4月底前完成
案件說明： 
1. 製作一個簡易的頁面，讓使用者連上網址後可在此頁面選擇圖形及輸入文字或者可上傳照片。(電腦/手機須均可上傳)
*類似google表單，增加上..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	10 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123327.html?from=google&a_id=3471	新北市	2017-04-13	4	樂天、yahoo拍賣、露天拍賣賣場設計	386	1.案件說明：本公司目前有兩個網拍品類，分別為居家和服飾，居家有Yahoo商城、Yahoo拍賣、露天拍賣、91APP四個須重新設計賣場，服飾有樂天、Yahoo商城、91APP、Yahoo拍賣、露天拍賣五個須..欲查看案件詳細內容，請先登入或免費註冊	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	10 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-122328.html?from=google&a_id=3471	台北市	2017-04-13	3	joomla網站架設升級	932	"1.案件說明：joomla2.0 升級到3.0以上 與錯誤查詢 
2.配合時間：面議。
3.配合地點：以台北地區為主。
(希望有相關經驗，能夠提供本公司Idea，細心，能注意到小細節，認真負責的好人才)欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	中
10萬~30萬	http://case.518.com.tw/casepage-detail-121311.html?from=google&a_id=3471	台北市	2017-04-13	22	電子APP售票網站	1804	"1.案件說明：網站與APP前端售票，可由後端網站與APP驗票，參考網頁https://www.damai.cn/ 歡迎來信索取規格後再做報價。
2.配合時間：106年11月上線
3.配合地點：你想工作的空間，必要時另..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-122608.html?from=google&a_id=3471	不拘	2017-04-13	43	網路大圖小圖附圖美編、製作	1436	"1.案件說明：我司為網購經營，時常需要製作商品主圖及附圖，以下為生活市集網站，類似此種概念，版面小圖、點進去大圖
2.配合時間：在家工作 / 在自設公司、工作室接案
3.配合地點：不限
4...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-123732.html?from=google&a_id=3471	不拘	2017-04-12	9	網站Banner設計	349	"1.案件內容：網站banner設計,主要為PS素材疊圖，完稿時請附上jpg及psd或其它原始檔(長期配合會不定期發案以及不同規格尺寸
2.配合時間：每一案件執行時間為3個工作天內
3.配合地點：在家..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-123713.html?from=google&a_id=3471	新北市	2017-04-12	4	網路商品上架	597	"1.案件說明：東森、森森商品簡易修圖及上架
2.配合時間：時間彈性.但因有otp的關系，上線時需先聯系取得OTP碼
3.配合地點：在家完成,以電話或line溝通
4.注意事項：上架件數400左右：$3..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	7 天 【急件】	低
5千以內	http://case.518.com.tw/casepage-detail-123694.html?from=google&a_id=3471	不拘	2017-04-12	4	網頁美編	360	"1.案件內容：咖啡
2.配合時間：4/18
3.配合地點：新莊
4.注意事項：準時交件欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-123669.html?from=google&a_id=3471	不拘	2017-04-12	6	網路平台更新維護	405	"1.案件說明：針對公司各大網路拍賣平台等去作更新維護以及美編制作活動banner及edm等
2.配合時間：工作時間彈性，長期配合，更新需依時效完成
3.配合地點：在家作業
4.注意事項：需有操作網..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	15 天 【長期合作】 (註:尋找日後配合人選)	中
10萬~30萬	http://case.518.com.tw/casepage-detail-121909.html?from=google&a_id=3471	新北市	2017-04-12	9	線上遊戲製作水果台及線上小瑪莉遊戲	1549	"1.案件說明：線上遊戲製作水果台及小瑪莉遊戲
31.尋求有經驗的遊戲工作室，協助博奕類遊戲開發(老虎機)
2.希望是可以統包及後台設計及儲值及會員規劃，價錢可談，需有經驗及作品
3.以線上..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-122679.html?from=google&a_id=3471	不拘	2017-04-12	9	電子商務網站程式 ASP.NET C#	1090	"1.案件說明：
接案方僅需依規格文件完成委託的網站程式開發工作，網站後端採用 ASP.NET C# + MS-SQL 撰寫，因為資料會大量透過 AJAX 串接到前端網頁，所以接案方必須熟悉 JavaScript 及一定程..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-118641.html?from=google&a_id=3471	台北市	2017-04-12	19	網站後台維護	1740	"1.案件說明：網站後台維護、商品圖片美編、商品上下架、海報或型錄設計
2.配合時間：時段性需要協助
3.配合地點：可在家接案
4.注意事項：所有美編後圖片需提供原始檔給業主存檔及運用欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-119047.html?from=google&a_id=3471	不拘	2017-04-12	23	網站網頁設計助理	1951	"1.案件內容：目前公司使用shopline建立網站中，需協助上架文字圖片、商品拍照修圖、Benner製作、因希望將制式的平台版型做部分修正設計，若了解如何運用SSC網頁程式修改者為佳
2.配合時間：20..欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	高
5千以內	http://case.518.com.tw/casepage-detail-122642.html?from=google&a_id=3471	不拘	2017-04-12	17	臉書發文 維護/須會有情感的文字表達	1693	"1.案件內容：長期 臉書發文 
2.配合時間：每日ㄧ篇文和公司指派文
3.配合地點：在家作業
4.注意事項：以美容保養品為主 須寫柔美的文字故事級照片欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123177.html?from=google&a_id=3471	新北市	2017-04-12	11	產品網站建置	728	"1.案件說明：目前已有網站 ,擬改 Wordpress架設.
2.配合時間：即刻开始.
3.配合地點：不限，北部优先考虑.欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	32 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123202.html?from=google&a_id=3471	新北市	2017-04-12	13	攝影 網站及手機app架設	999	"1.案件說明：
您好，我們俠攝影教室，目前有一個網站，
因為目前的功能已經不敷使用，想要重新建製一個新的網站
想要的功能很多，其中比較大項的功能如下：
老師可以刊登課程，並發送通知到..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	30 天 【一般案件】	高
5千以內	http://case.518.com.tw/casepage-detail-121429.html?from=google&a_id=3471	台中市	2017-04-12	25	大圖與Banner設計	942	"1.案件說明：幾個固定尺寸，做成PDF及JPG，務必提供您的作品參考，給您圖自己美編做圖，並打上合適的精神標語。利用line給予資料及傳送檔案。
2.配合時間：給予資料24～48小時內完成
3.配合..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-121434.html?from=google&a_id=3471	不拘	2017-04-12	12	網路商城經營	1355	"1.案件內容：為顧客尋找商品
2.配合時間：彈性.但須上課
3.配合地點：需家裡有電腦.台中市.外縣市可談
4.注意事項：積極正向活潑陽光.肯學習.兼職可欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-98141.html?from=google&a_id=3471	不拘	2017-04-12	49	html5 banner製作	8564	"1.案件內容：html5 banner製作已有首支，需resize
2.配合時間：9/4~9/12
3.配合地點：在家作業欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-122253.html?from=google&a_id=3471	台南市	2017-04-12	10	網頁版型設計、網頁切版製作	965	"1.案件說明：
  請報價、並告知製作時間多久？請回覆MAIL至： *****@mail.posu.com.tw
  RWD網頁設計
  製作3頁
    一、內容
       1.首頁：含有新品上市、輪撥1張、最新消息、促銷品..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-117413.html?from=google&a_id=3471	台北市	2017-04-12	12	.net MVC及JAVA程式配合修改	3500	"1.案件說明：有java及asp.net c#的專案外發，配合主工程師修改既有系統
2.配合時間：長期配合佳
3.配合地點：在家作業，初期需要在台北大安區開會
4.注意事項：java會spring、struts、hibern..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-117440.html?from=google&a_id=3471	不拘	2017-04-12	30	3c產品包裝＆購物網頁設計（長期配合）	1362	"1.案件內容：3c包裝設計
2.配合時間：不限
3.配合地點：新竹市
4.注意事項：商業設計欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-122570.html?from=google&a_id=3471	不拘	2017-04-12	40	架設網頁(能上傳照片展示產品即可）	1090	"1.案件內容：能上傳照片，撰寫規格，展示給顧客看就好
2.配合時間：詳談
3.配合地點：詳談
4.注意事項：以接案者報價詳談為主欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-122602.html?from=google&a_id=3471	新北市	2017-04-12	12	DS Wedding官方網頁製作	825	"1.案件說明：用WordPress製作DS Wedding官方網頁
2.配合時間：可立即開始製作，四月底前完成
3.配合地點：在家製作即可，但需定期至DS Wedding回報進度。
4.注意事項：開始製作前須至DS Wed..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 須定期至指定公司	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-122607.html?from=google&a_id=3471	不拘	2017-04-12	14	飲料試喝體驗文撰寫	1230	"1.案件內容：新開飲料店試喝文章，免費提供無償美食供寫手發揮
           1.店家提供6~8樣產品試喝.文章字數不限，寫文及附圖(5張照片
           2.文末需附上餐廳地址電話及粉絲團連結..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123685.html?from=google&a_id=3471	不拘	2017-04-11	9	響應式官網製作	359	"1.案件說明：響應式官網在電腦及手機版皆可使用
2.配合時間：2星期
3.配合地點：在家
4.注意事項：簡單的官網，請想接案的朋友,請發mail來!欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-123676.html?from=google&a_id=3471	不拘	2017-04-11	5	廣告投放 長期配合facebook	360	"1.需具備Facebook廣告帳戶管理、執行、監控優化操作經驗。
2.廣告企劃、撰寫操作。
3.有良好的數字分析能力，能靈活監控並分析媒體成效
4.管控帳戶，投放Facebook廣告及成效追蹤
(僅需要廣..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	10 天 【長期合作】 (註:尋找日後配合人選)	高
5千~1萬	http://case.518.com.tw/casepage-detail-123674.html?from=google&a_id=3471	台北市	2017-04-11	5	單純網頁設計	395	"1.案件說明：單純網頁設計,已有網站,但覺得不理想,想重作或修改
          (公司簡介,產品介紹(需有三層),聯絡我)
2.配合時間：2個禮拜(急件)
3.配合地點：
4.注意事項：需要開發..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	20 天 【急件】	中
報價	http://case.518.com.tw/casepage-detail-123673.html?from=google&a_id=3471	桃園市	2017-04-11	1	網站增設推廣碼&紅利積點	319	"1.案件說明：在現成的網站上增設像OpenCart的推廣追蹤碼與紅利積點到現有的網站中。或是教學指導付學費也可。
2.配合時間：(彈性)
3.配合地點：(在家作業)
4.注意事項：目前網站是用PHP+..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123653.html?from=google&a_id=3471	台中市	2017-04-11	1	EDM設計(使用Mailchimp）	339	"1.案件說明：已經有設計圖稿，需要語法協助mailchimp edm格式設定完成
2.配合時間：即日起
3.配合地點：在家作業
4.注意事項：請熟悉Mailchimp欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	7 天 【急件】	高
1萬~5萬	http://case.518.com.tw/casepage-detail-122171.html?from=google&a_id=3471	台中市	2017-04-11	17	產品網路行銷和曝光	894	"配合時間：1個月內陸續完成
案件說明：
1. 網頁廣告規劃和設計，SEO優化，透過關鍵字提升排名
2. 透過網路行銷把公司產品重新定位和提高曝光度


注意事項： 初期須進公司討論，執行..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-122766.html?from=google&a_id=3471	不拘	2017-04-11	6	註冊網站架設及UI	729	"1.案件內容：從前端需要可以串聯FB認證註冊, 到內部可以儲存個人檔案, 互評機制,以及雙方交談視窗
2.配合時間：20********06
3.配合地點：台北市信義或大安區, 可不定時碰面討論
4.注意事項..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-122150.html?from=google&a_id=3471	新北市	2017-04-11	18	banner 或 edm 長期合作夥伴	1316	"1.案件說明：banner 或 edm 長期合作夥伴
2.配合時間：一週可以兩個全天以上  或是 四個半天
3.配合地點：新北市新莊區
4.主婦兼職 或是 學生打工欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	30 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123189.html?from=google&a_id=3471	不拘	2017-04-11	9	網路廣告行銷	806	"1.案件內容:投放網路廣告
2.配合時間：按月
3.配合地點：在家作業、需定期提供分析報告
4.注意事項：每月須前往桃園總公司開會一次,初期投入金額較少,視情況追加預算欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	低
5萬~10萬	http://case.518.com.tw/casepage-detail-118611.html?from=google&a_id=3471	台北市	2017-04-11	15	WEB前端切版/互動設計(長期合作)	2338	"1. 可獨立進行網頁切版(HTML + CSS)。
2. 熟悉各平台瀏覽器相容性設計。
3. RWD 網站開發經驗，手機、平板裝置適用之動態行動網站開發。
4. UI/UX 思維，提供更好的使用者體驗。
基本條..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-123502.html?from=google&a_id=3471	高雄市	2017-04-11	3	響應式官網切版	424	"1.案件說明：響應式官網切版,在電腦及手機版皆可使用
2.配合時間：長期外包配合
3.配合地點：在家,公司皆可
4.注意事項：
1.WEB前台切版(RWD) 三種規格(電腦/平板/手機)(不需設計)
2..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【急件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-122236.html?from=google&a_id=3471	桃園市	2017-04-11	16	網站架設	1169	"配合時間：預計2017年04月底前完成驗收
案件說明： 
1. 前後台需可維護商品型錄功能
2. 無需設計會員系統、電子報系統、訂單管理等機制
3. 開發工具不拘
注意事項：
1. 初期須討論，執..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	20 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-120706.html?from=google&a_id=3471	台中市	2017-04-11	24	服裝購物網商品介紹圖文排版	2089	"配合時間：長期合作.個案7~10天內完成
案件說明：
1. 官方購物網站設計商品介紹圖文排版.可提案比稿者優先採用
2. 每次發案一次10件產品，每組需有3種檔案格式設計(jpg,pdf,ai)
3. 產..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-114123.html?from=google&a_id=3471	新北市	2017-04-11	25	網頁設計	2691	"案件說明:
網頁設計外包一個簡單網頁大約2--3頁有翻譯和繪圖這2個內容
配合地點:不拘
注意事項:預算2千元---因為簡單所以預算不高欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	高
5千以內	http://case.518.com.tw/casepage-detail-122575.html?from=google&a_id=3471	台中市	2017-04-11	26	肉類食品網路店家首頁banner設計	751	"1.案件說明
 商業類型: 肉類食品網路店家
 圖片主題: 古早味傳統美食/肉類加工品 
設計元素說明: 年輕女郎購物-歡樂採購-色彩購物袋, 及貴公司建議等元素。
 產品: 醃製排骨肉/香腸..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-115425.html?from=google&a_id=3471	不拘	2017-04-11	59	購物商城/系統管理/圖片設計/DM刊登	4417	"1.案件說明：
a.商品刊登與修改價格等:每月約有20-70件(偶爾更多)的商品刊登、更改價格、更改標題、複製到新平台等。
b.EDM/BANNER協助更換與刊登(不用設計，若有設計可另外洽談):每月有..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-123599.html?from=google&a_id=3471	台中市	2017-04-10	1	網路行銷(微信)	376	"1.案件說明：微信、微博行銷
2.配合時間：長期配合、依案件單價；或是包月
3.配合地點：可在家作業、視訊或影片報告
4.注意事項：希望懂網站架設，了解網路行銷，客戶群面向中國大陸，能了解..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123598.html?from=google&a_id=3471	新竹市	2017-04-10	8	手機殼開箱文-產品體驗	498	"1.案件說明：
新創作：插圖籃球手機殼
2.配合時間：好談
3.配合地點：在家作業
4.注意事項：
(1)商品為Iphone6/7所有系列手機殼。
(2)寄2款手機殼.商品無須退回。
(3)在詳談，沒問..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	10 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123589.html?from=google&a_id=3471	不拘	2017-04-10	11	徵~部落客體驗文	500	"名額 10 名
酬勞 : 500 元
本產品為膠原蛋白 SGS檢驗合格
提供一盒一個月份完整包裝產品供試用體驗!!!
案件說明：寫產品試用心得，需附照片(四張照片，至少二張人物與產品共同入鏡)。同..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-120338.html?from=google&a_id=3471	不拘	2017-04-10	25	網拍美編製作 上架整理	1009	"1.案件說明：網站首頁banner製作 商品頁圖片修圖 上架
2.配合時間：談妥後隨時可以開始
3.配合地點：不限；遠距工作須擅於線上溝通
4.注意事項：來信請附個人經驗說明或成果 案件金額以實..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-117834.html?from=google&a_id=3471	不拘	2017-04-10	27	FB粉絲專頁/微信經營管理	2088	"1.案件內容：
在地茶葉品牌F粉B粉絲專頁經營
- 粉絲團/微信行銷及發文
- 提高粉絲互動及討論人氣
- 提升粉絲數量
- 建置粉絲團內容
- 規劃及執行臉書廣告行銷活動以提升曝光率&討論度..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-122455.html?from=google&a_id=3471	不拘	2017-04-10	4	GRAVITY FORMS輔助程式撰寫	1027	1.案件說明：我有一個wordpress網站的線上表單用了Gravity Forms（一個外掛模組），我現在需要寫一段程式能夠讓Gravity Forms表單的某個欄位在輸入資料時，能即時去我另一個WORDPRESS網站的..欲查看案件詳細內容，請先登入或免費註冊	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
